THE,THE
NINE,NINE
ENGLISH,ENGLISH
WORTHIES,WORTHIES
Or,Or
Famous,Famous
and,and
Worthy,Worthy
Princes,Princes
of,of
England,England
being,being
all,all
of,of
one,one
name,name
Beginning,Beginning
with,with
King,King
HENRIE,HENRY
the,the
first,first
and,and
Concluding,Concluding
with,with
Prince,Prince
HENRY,HENRY
eldest,eldest
Sonne,Son
to,to
our,our
Soueraigne,Sovereign
Lord,Lord
the,the
King,King
AT,AT
LONDON,LONDON
Imprinted,Imprinted
by,by
for,for
John,John
Harrison,Harrison
the,the
yonger,younger
and,and
are,are
to,to
be,be
sold,sold
at,at
his,his
shop,shop
in,in
Pater-noster,Paternoster
rowe,row
at,at
the,the
signe,sign
of,of
the,the
blue,blue
Anchor,Anchor
TO,TO
THE,THE
HIGH,HIGH
AND,AND
MIGHTY,MIGHTY
PRINCE,PRINCE
HENRY,HENRY
Eldest,Eldest
Sonne,Son
to,to
our,our
Souereigne,Sovereign
the,the
Kings,Kings
most,most
Excellent,Excellent
Maiestie,Majesty
RIght,RIght
High,High
Right,Right
Excellent,Excellent
and,and
gracious,gracious
sweete,sweet
Prince,Prince
in,in
all,all
humilitie,humility
I,I
beseech,beseech
your,your
Highnesse,Highness
to,to
pardon,pardon
me,me
in,in
that,that
being,being
one,one
of,of
the,the
meanest,meanest
among,among
the,the
King,King
your,your
Fathers,Father's
seruants,servants
I,I
haue,have
presumed,presumed
to,to
Dedicate,Dedicate
this,this
simple,simple
small,small
Treatise,Treatise
to,to
your,your
Excellencie,Excellency
the,the
Subiect,Subject
whereof,whereof
is,is
notwithstanding,notwithstanding
such,such
and,and
so,so
great,great
as,as
may,may
seeme,seem
vnmeete,unmeet
to,to
bee,be
tearmed,termed
a,a
Subiect,Subject
For,For
it,it
treateth,treateth
onely,only
of,of
Kings,Kings
and,and
Princes,Princes
all,all
excellent,excellent
Worthies,Worthies
a,a
matter,matter
I,I
confesse,confess
much,much
vnbefitting,unbefitting
my,my
slender,slender
capacity,capacity
and,and
lesse,less
learning,learning
to,to
deale,deal
with,with
In,In
which,which
regard,regard
I,I
cannot,cannot
but,but
acknowledge,acknowledge
the,the
true,true
Prouerbe,Proverb
most,most
fitte,fit
to,to
bee,be
applied,applied
against,against
me,me
Blinde,Blind
Bayard,Bayard
is,is
the,the
boldest,boldest
horse,horse
in,in
the,the
Notwithstanding,Notwithstanding
that,that
which,which
