LUDGATE,LUDGATE
What,What
it,it
is,is
Not,Not
what,what
it,it
was,was
OR,OR
A,A
full,full
and,and
clear,clear
Discovery,Discovery
and,and
Description,Description
of,of
The,The
Nature,Nature
and,and
Quality,Quality
Orders,Orders
and,and
Government,Government
Duties,Duties
of,of
Officers,Officers
Benefits,Benefits
Priviledges,privileges
Fees,Fees
and,and
Charges,Charges
of,of
that,that
Prison,Prison
Also,Also
an,an
exact,exact
Catalogue,Catalogue
of,of
the,the
Legacies,Legacies
now,now
belonging,belonging
to,to
the,the
said,said
Prison,Prison
the,the
Names,Names
of,of
the,the
several,several
Donors,Donors
and,and
the,the
persons,persons
appointed,appointed
to,to
pay,pay
them,them
Very,Very
useful,useful
and,and
profitable,profitable
to,to
all,all
sorts,sorts
of,of
persons,persons
especially,especially
in,in
London,London
whether,whether
CREDITORS,CREDITORS
or,or
DEBTORS,DEBTORS
Humbly,Humbly
presented,presented
to,to
the,the
Right,Right
Honorable,honourable
THOMAS,THOMAS
ALLEN,ALLEN
Lord,Lord
Mayor,Mayor
of,of
this,this
Honorable,honourable
City,City
By,By
Johnson,Johnson
Typograph,Typograph
a,a
late,late
Prisoner,Prisoner
there,there
London,London
Printed,Printed
by,by
and,and
for,for
Johnson,Johnson
and,and
are,are
to,to
be,be
sold,sold
by,by
Cossinet,Cossinet
in,in
Tower-street,Tower-street
To,To
the,the
Right,Right
Honorable,honourable
THOMAS,THOMAS
ALLEN,ALLEN
Lord,Lord
Major,Major
of,of
this,this
Honorable,honourable
City,City
of,of
LONDON,LONDON
May,May
it,it
please,please
your,your
Lordship,Lordship
KIng,KIng
David,David
that,that
holy,holy
man,man
great,great
Prophet,Prophet
and,and
good,good
Magistrate,Magistrate
longed,longed
for,for
and,and
accepted,accepted
of,of
a,a
Bottle,Bottle
of,of
Water,Water
from,from
his,his
three,three
Worthies,Worthies
drawn,drawn
out,out
of,of
the,the
Well,Well
at,at
the,the
Gate,Gate
of,of
Bethlehem,Bethlehem
which,which
was,was
then,then
the,the
Quarters,Quarters
of,of
the,the
Philistines,Philistines
his,his
enemies,enemies
though,though
he,he
drank,drank
it,it
not,not
but,but
poured,poured
it,it
forth,forth
before,before
the,the
Lord,Lord
as,as
an,an
offering,offering
to,to
quench,quench
the,the
thirst,thirst
of,of
his,his
droughty,droughty
Army,Army
I,I
hope,hope
my,my
Lord,Lord
his,his
Exam,Exam
I,I
may,may
in,in
some,some
part,part
be,be
an,an
incentive,incentive
to,to
your,your
Lordship,Lordship
to,to
accept,accept
of,of
this,this
small,small
Tract,Tract
presented,presented
unto,unto
you,you
by,by
one,one
Unworthy,Unworthy
though,though
you,you
read,read
it,it
not,not
which,which
was,was
by,by
him,him
collected,collected
during,during
his,his
sad,sad
Restraint,Restraint
and,and
Captivity,Captivity
within,within
the,the
stone,stone
walls,walls
and,and
iron,iron
grates,grates
of,of
a,a
Prison,Prison
the,the
pleasant,pleasant
Territories,Territories
of,of
a,a
Goaler,gaoler
but,but
the,the
Charnel-house,Charnel-house
to,to
hide,hide
men,men
ruinated,ruinated
by,by
their,their
dislocated,dislocated
and,and
broken,broken
fortunes,fortunes
It,It
would,would
my,my
Lord,Lord
be,be
an,an
act,act
worthy,worthy
your,your
Honors,honours
owning,owning
to,to
inspect,inspect
a,a
little,little
into,into
the,the
premises,premises
hereafter,hereafter
mentioned,mentioned
And,And
I,I
beseech,beseech
you,you
my,my
Lord,Lord
disdain,disdain
them,them
not,not
for,for
the,the
indigency,indigency
of,of
the,the
style,style
for,for
he,he
that,that
wrote,wrote
them,them
wants,wants
Learning,Learning
but,but
mind,mind
them,them
for,for
the,the
Truths,Truths
therein,therein
contained,contained
If,If
your,your
Honor,honour
thinks,thinks
that,that
a,a
living,living
Dog,Dog
is,is
better,better
then,than
a,a
dead,dead
Lyon,lion
then,then
let,let
Compassion,Compassion
move,move
your,your
Lordship,Lordship
as,as
God,God
hath,hath
now,now
planted,planted
you,you
in,in
Authority,Authority
to,to
look,look
upon,upon
the,the
dying,dying
condition,condition
of,of
living,living
men,men
in,in
a,a
Prison,Prison
Your,Your
Lordship,Lordship
perhaps,perhaps
may,may
be,be
informed,informed
by,by
the,the
Goaler,gaoler
that,that
persons,persons
under,under
the,the
power,power
of,of
his,his
Key,Key
want,want
not,not
for,for
subsistence,subsistence
I,I
do,do
affirm,affirm
my,my
Lord,Lord
that,that
such,such
an,an
assertion,assertion
is,is
a,a
notorious,notorious
falshood,falsehood
and,and
that,that
if,if
it,it
lay,lay
in,in
his,his
power,power
the,the
Prisoners,Prisoners
of,of
Ludgate,Ludgate
would,would
be,be
of,of
all,all
prisoners,prisoners
the,the
most,most
miserable,miserable
My,My
Lord,Lord
it,it
would,would
adde,add
Excellency,Excellency
to,to
your,your
Worth,Worth
and,and
Eternity,Eternity
to,to
your,your
Memory,Memory
would,would
you,you
but,but
according,according
to,to
your,your
Honors,honour's
power,power
and,and
wisdom,wisdom
endeavor,endeavour
the,the
finding,finding
out,out
where,where
those,those
noble,noble
and,and
great,great
Legacies,Legacies
are,are
buried,buried
and,and
in,in
whose,whose
hands,hands
they,they
died,died
which,which
formerly,formerly
belonged,belonged
to,to
that,that
Prison,Prison
Generations,Generations
yet,yet
to,to
come,come
would,would
finde,find
reason,reason
to,to
engrave,engrave
your,your
Action,Action
in,in
Golden,Golden
Characters,Characters
When,When
your,your
Lordship,Lordship
views,views
the,the
Revenues,Revenues
of,of
the,the
Keeper,Keeper
to,to
arise,arise
from,from
nothing,nothing
to,to
six,six
or,or
seven,seven
hundred,hundred
pounds,pounds
per,per
annum,annum
it,it
will,will
amaze,amaze
you,you
but,but
if,if
your,your
Lordship,Lordship
considers,considers
that,that
two,two
Turnkeys,Turnkeys
and,and
a,a
Butler,Butler
do,do
likewise,likewise
raise,raise
their,their
aunuities,aunuities
to,to
or,or
a,a
man,man
and,and
that,that
it,it
is,is
harassed,harassed
out,out
of,of
the,the
decaying,decaying
Estates,Estates
of,of
poor,poor
men,men
I,I
hope,hope
then,than
it,it
will,will
be,be
beyond,beyond
your,your
admiration,admiration
My,My
Lord,Lord
frequent,frequent
Visitations,Visitations
of,of
Prisons,Prisons
by,by
just,just
and,and
worthy,worthy
Persons,Persons
authorized,authorized
to,to
Examine,Examine
Abuses,Abuses
therein,therein
would,would
I,I
humbly,humbly
conceive,conceive
stop,stop
the,the
torrent,torrent
of,of
their,their
Avarice,Avarice
and,and
Their,Their
Extortions,Extortions
being,being
indeed,indeed
the,the
real,real
cause,cause
why,why
men,men
are,are
forced,forced
rather,rather
to,to
Compound,Compound
than,than
pay,pay
their,their
just,just
Debts,Debts
Two,Two
things,things
I,I
humbly,humbly
crave,crave
of,of
your,your
Lordship,Lordship
Pardon,Pardon
and,and
Protection,Protection
Pardon,Pardon
for,for
my,my
boldness,boldness
in,in
presenting,presenting
so,so
mean,mean
and,and
frivolous,frivolous
a,a
thing,thing
to,to
so,so
noble,noble
a,a
Magistrate,Magistrate
Protection,Protection
because,because
I,I
have,have
neither,neither
Rhetorique,rhetoric
nor,nor
Eloquence,Eloquence
to,to
defend,defend
my self,myself
against,against
the,the
Adversaries,adversary's
malice,malice
Truth,Truth
and,and
your,your
Lordship,Lordship
must,must
be,be
herein,herein
both,both
my,my
Shield,Shield
and,and
Buckler,Buckler
Your,Your
Honors,honours
greater,greater
thoughts,thoughts
shall,shall
be,be
no,no
longer,longer
detain'd,detained
by,by
reading,reading
of,of
the,the
meer,mere
Entities,Entities
of,of
My,My
Lord,Lord
Your,Your
Lordships,lordship's
most,most
humble,humble
and,and
obedient,obedient
Servant,Servant
Marmaduke,Marmaduke
Johnson,Johnson
Ludgate,Ludgate
Chappel,chapel
A,A
short,short
Preface,Preface
to,to
the,the
Citizens,Citizens
of,of
London,London
of,of
what,what
degree,degree
or,or
quality,quality
soever,soever
Gentlemen,Gentlemen
IT,IT
is,is
you,you
of,of
all,all
men,men
that,that
are,are
most,most
concerned,concerned
in,in
the,the
premises,premises
and,and
therefore,therefore
to,to
you,you
I,I
thought,thought
it,it
convenient,convenient
to,to
declare,declare
my,my
Reasons,Reasons
for,for
the,the
publication,publication
thereof,thereof
It,It
doth,doth
in,in
it self,itself
concern,concern
each,each
particular,particular
Member,Member
of,of
this,this
City,City
and,and
all,all
men,men
that,that
are,are
Merchants,Merchants
or,or
Traders,Traders
in,in
any,any
way,way
within,within
this,this
Commonwealth,Commonwealth
The,The
rich,rich
Citizen,Citizen
or,or
Merchant,Merchant
it,it
concerneth,concerneth
For,For
that,that
their,their
way,way
of,of
Trade,Trade
oftentimes,oftentimes
is,is
to,to
trust,trust
young,young
beginners,beginners
that,that
have,have
but,but
small,small
stocks,stocks
upon,upon
day,day
and,and
if,if
they,they
prosper,prosper
they,they
pay,pay
for,for
their,their
Credit,Credit
but,but
if,if
they,they
fail,fail
having,having
imbezled,imbezled
the,the
stock,stock
intrusted,entrusted
with,with
them,them
their,their
Bodies,Bodies
are,are
immediately,immediately
forced,forced
to,to
prison,prison
this,this
book,book
shews,shows
you,you
what,what
you,you
gain,gain
by,by
that,that
proving,proving
what,what
your,your
Experience,Experience
could,could
not,not
but,but
tell,tell
you,you
That,That
prisons,prisons
pay,pay
no,no
Debts,Debts
To,To
the,the
Money-lender,Money-lender
or,or
rich,rich
Userer,usurer
it,it
declares,declares
That,That
such,such
as,as
are,are
layd,laid
in,in
upon,upon
