THE,THE
FIRST,FIRST
AND,AND
CHIEF,CHIEF
GROVNDES,GROUNDS
OF,OF
ARCHITECTVRE,ARCHITECTURE
vsed,used
in,in
all,all
the,the
auncient,ancient
and,and
famous,famous
monymentes,monymentes
with,with
a,a
farther,farther
more,more
ample,ample
discourse,discourse
vppon,upon
the,the
same,same
than,than
hitherto,hitherto
hath,hath
been,been
set,set
out,out
by,by
any,any
other,other
PVBLISHED,PUBLISHED
BY,BY
Ihon,John
Shute,Shute
Paynter,painter
and,and
Archytecte,Archytecte
IMPRINTED,IMPRINTED
AT,AT
London,London
in,in
Fletestrete,Fleetstreet
nere,near
to,to
Sainct,Saint
Dunstans,Dunstan's
churche,church
by,by
Thomas,Thomas
Marshe,Marsh
THE,THE
CONTENTES,CONTENTS
OF,OF
THIS,THIS
BOOKE,BOOK
briefly,briefly
collected,collected
set,set
out,out
for,for
the,the
helpe,help
of,of
the,the
Reader,Reader
THe,THe
discourse,discourse
from,from
time,time
to,to
time,time
howe,how
this,this
science,science
of,of
Architecture,Architecture
hath,hath
increased,increased
Folio,Folio
What,What
the,the
office,office
and,and
duetie,duty
is,is
of,of
him,him
that,that
wil,will
be,be
a,a
perfecte,perfect
Architecte,architect
or,or
maister,master
of,of
buildinges,buildings
Folio,Folio
The,The
first,first
piller,pillar
that,that
was,was
found,found
out,out
by,by
the,the
Ionians,jonians
vppon,upon
the,the
simetrie,simetrie
of,of
a,a
strong,strong
man,man
being,being
times,times
the,the
length,length
of,of
his,his
foote,foot
in,in
height,height
was,was
renewed,renewed
again,again
by,by
the,the
Tuscanes,tuscans
and,and
of,of
them,them
taketh,taketh
his,his
name,name
to,to
be,be
called,called
TVSCANA,TUSCANA
Folio,Folio
iiii,iiii
The,The
second,second
piller,pillar
called,called
DORICA,DORICA
builded,builded
to,to
his,his
perfection,perfection
in,in
Grece,Grece
by,by
Dorus,Dorus
and,and
of,of
him,him
taketh,taketh
his,his
name,name
whose,whose
height,height
is,is
times,times
his,his
thiknes,thickness
whiche,which
thicknes,thickness
is,is
called,called
the,the
diameter,diameter
Folio,Folio
vii,seven
The,The
third,third
piller,pillar
called,called
Ionica,jonica
was,was
set,set
in,in
the,the
temple,temple
of,of
Apollo,Apollo
and,and
Diana,Diana
finished,finished
and,and
builded,builded
by,by
the,the
Ionians,jonians
whose,whose
height,height
is,is
times,times
his,his
thicknes,thickness
Folio,Folio
ix,ix
The,The
fourth,fourth
piller,pillar
called,called
found,found
in,in
the,the
citie,city
of,of
Corinthe,Corinthe
by,by
Calimachus,Calimachus
the,the
excellent,excellent
Architect,Architect
whose,whose
height,height
is,is
diameters,diameters
Folio,Folio
xi,xi
The,The
fifth,fifth
piller,pillar
named,named
Composita,Composita
or,or
Italica,Italica
made,made
to,to
his,his
perfection,perfection
in,in
the,the
time,time
of,of
Vaspasian,Vespasian
by,by
the,the
auncient,ancient
Romaynes,Romans
whose,whose
height,height
is,is
diameters,diameters
Folio,Folio
xiiii,xiiii
Of,Of
another,another
auncient,ancient
piller,pillar
necessarye,necessary
to,to
the,the
before,before
named,named
pillers,pillars
found,found
out,out
to,to
his,his
perfection,perfection
by,by
the,the
Atheniens,athenians
called,called
Atticurga,Atticurga
or,or
Atica,Atica
Folio,Folio
xvi,xvi
The,The
placing,placing
of,of
the,the
fiue,five
orders,orders
namely,namely
AREOSTYLOS,AREOSTYLOS
DIASTYLOS,DIASTYLOS
EVSTYLOS,EUSTYLOS
SISTYLOS,SISTYLOS
and,and
PICNOSTYLOS,PICNOSTYLOS
Folio,Folio
xvii,xvii
A,A
rule,rule
of,of
Vitruuius,vitrvuius
geuen,given
for,for
these,these
thre,three
pillers,pillars
Dorica,Dorica
Ionica,jonica
Corinthia,Corinthia
for,for
the,the
placinge,placing
or,or
displacing,displacing
of,of
them,them
one,one
aboue,above
an,an
other,other
Folio,Folio
xviii,xviii
A,A
rule,rule
for,for
the,the
diminishing,diminishing
of,of
the,the
piller,pillar
vnder,under
the,the
Capitall,Capital
eodem,eodem
An,An
example,example
to,to
be,be
obserued,observed
for,for
the,the
increase,increase
of,of
the,the
height,height
of,of
Epistilium,Epistilium
eodem,eodem
Faultes,Faults
escaped,escaped
in,in
the,the
printing,printing
are,are
thus,thus
to,to
be,be
corected,corected
In,In
folio,folio
ii,two
line,line
for,for
Forence,Forence
reade,read
Florence,Florence
In,In
folio,folio
vii,seven
line,line
xxxiiii,xxxiiii
for,for
Trochitus,Trochitus
reade,read
Trochilus,Trochilus
In,In
folio,folio
xi,xi
line,line
ii,two
for,for
Calimachius,Calimachius
reade,read
Calimachus,Calimachus
TO,TO
THE,THE
MOST,MOST
HIGH,HIGH
AND,AND
EXCELLENT,EXCELLENT
Princes,Princes
Elizabeth,Elizabeth
by,by
the,the
grace,grace
of,of
God,God
Queene,Queen
of,of
England,England
Fraunce,France
Ireland,Ireland
defendor,defender
of,of
the,the
faith,faith
IT,IT
is,is
both,both
rightly,rightly
and,and
excellently,excellently
affermed,affirmed
of,of
Marcus,Marcus
Tullius,Tullius
Cicero,Cicero
in,in
his,his
first,first
booke,book
de,de
officijs,officijs
right,right
Excellent,Excellent
Princes,Princes
my,my
moste,most
gratious,gracious
souerayne,sovereign
Lady,Lady
that,that
no,no
man,man
is,is
borne,borne
into,into
this,this
wolrd,wolrd
for,for
his,his
priuat,private
and,and
singuler,singular
weale,weal
because,because
our,our
Countrie,Country
chieflie,chiefly
partely,partly
our,our
parents,parents
partly,partly
our,our
kinsfolke,kinsfolk
do,do
require,require
as,as
it,it
were,were
a,a
duety,duty
of,of
vs,us
recompence,recompense
for,for
that,that
the,the
whiche,which
we,we
haue,have
receiued,received
and,and
like,like
as,as
the,the
members,members
of,of
mans,man's
body,body
be,be
diuers,divers
in,in
number,number
and,and
haue,have
according,according
to,to
their,their
diuersitie,diversity
diuers,divers
and,and
peculier,peculiar
properties,properties
so,so
is,is
it,it
in,in
a,a
good,good
and,and
well,well
setteled,settled
commen,comen
weale,weal
in,in
whiche,which
ther,there
is,is
no,no
office,office
so,so
base,base
or,or
handie,handy
worke,work
so,so
simple,simple
whiche,which
is,is
not,not
necessary,necessary
and,and
profitable,profitable
for,for
the,the
same,same
And,And
as,as
the,the
members,members
of,of
the,the
body,body
doing,doing
without,without
impedimentes,impediments
their,their
naturall,natural
dueties,duties
the,the
whole,whole
body,body
is,is
in,in
an,an
helthful,healthful
hermonye,harmony
able,able
to,to
performe,perform
all,all
that,that
belongeth,belongeth
to,to
the,the
same,same
So,So
is,is
it,it
in,in
a,a
publike,public
weale,weal
when,when
all,all
men,men
in,in
their,their
calling,calling
do,do
labour,labour
not,not
onely,only
for,for
their,their
owne,own
gayne,gain
but,but
also,also
for,for
the,the
profit,profit
and,and
commoditie,commodity
of,of
their,their
Countrie,Country
which,which
thinges,things
when,when
I,I
according,according
to,to
my,my
small,small
Capacitie,Capacity
did,did
waye,way
with,with
my selfe,myself
I,I
was,was
as,as
it,it
were,were
stirred,stirred
forward,forward
to,to
do,do
my,my
duetie,duty
vnto,unto
this,this
my,my
Countrie,Country
wherin,wherein
I,I
liue,live
and,and
am,am
a,a
member,member
And,And
so,so
much,much
the,the
rather,rather
for,for
that,that
being,being
seruant,servant
vnto,unto
the,the
Right,Right
honorable,honourable
Duke,Duke
of,of
Northumberland,Northumberland
It,It
pleased,pleased
his,his
grace,grace
for,for
my,my
forther,further
knowledg,knowledge
to,to
maintaine,maintain
me,me
in,in
Italie,Italy
ther,there
to,to
confer,confer
with,with
the,the
doinges,doings
of,of
the,the
skilful,skilful
maisters,masters
in,in
architectur,architectur
also,also
to,to
view,view
such,such
auncient,ancient
Monumentes,Monuments
hereof,hereof
as,as
are,are
yet,yet
extant,extant
whervpon,whereupon
at,at
my,my
retourne,return
presenting,presenting
his,his
grace,grace
with,with
the,the
fruites,fruits
of,of
my,my
trauailes,travails
it,it
pleased,pleased
the,the
same,same
to,to
shewe,show
them,them
vnto,unto
that,that
noble,noble
king,king
Edward,Edward
the,the
vi,vi
your,your
maiesties,majesties
most,most
deare,dear
brother,brother
of,of
famous,famous
memorie,memory
whose,whose
delectation,delectation
and,and
pleasure,pleasure
was,was
to,to
se,see
it,it
and,and
suche,such
like,like
And,And
hauing,having
the,the
sayde,said
trikes,trikes
and,and
deuises,devices
aswell,aswell
of,of
sculture,sculture
painting,painting
as,as
also,also
of,of
Architecture,Architecture
yet,yet
in,in
my,my
keping,keeping
I,I
thought,thought
it,it
good,good
at,at
this,this
time,time
to,to
set,set
fourth,fourth
some,some
part,part
of,of
the,the
same,same
for,for
the,the
profit,profit
of,of
others,others
especially,especially
touching,touching
Architecture,Architecture
wherin,wherein
I,I
do,do
followe,follow
not,not
onelye,only
the,the
writinges,writings
of,of
learned,learned
men,men
but,but
also,also
do,do
ground,ground
my selfe,myself
on,on
my,my
owne,own
experience,experience
and,and
practise,practise
gathered,gathered
by,by
the,the
sight,sight
of,of
the,the
Monumentes,Monuments
in,in
Italie,Italy
And,And
because,because
all,all
the,the
members,members
of,of
the,the
body,body
haue,have
cheflye,chiefly
and,and
principally,principally
a,a
duetie,duty
to,to
the,the
head,head
as,as
gouernour,governor
of,of
the,the
whole,whole
and,and
without,without
which,which
al,all
the,the
other,other
can,can
not,not
liue,live
So,So
my,my
duety,duty
inforseth,enforceth
me,me
most,most
soueraigne,sovereign
lady,lady
the,the
perfect,perfect
natural,natural
head,head
next,next
vnto,unto
God,God
of,of
this,this
our,our
common,common
weale,weal
to,to
shew,show
a,a
token,token
of,of
the,the
same,same
vnto,unto
your,your
highnes,highness
in,in
presenting,presenting
these,these
my,my
poore,poor
and,and
simple,simple
laboures,labours
whervnto,whereunto
I,I
am,am
the,the
rather,rather
boldned,boldened
considering,considering
your,your
highnes,highness
delight,delight
in,in
all,all
kynd,kind
of,of
good,good
learning,learning
and,and
parfect,perfect
skill,skill
in,in
the,the
tonges,tongues
and,and
sciences,sciences
Most,Most
humble,humble
beseching,beseeching
your,your
royall,royal
maiestie,majesty
to,to
vouchsafe,vouchsafe
to,to
let,let
this,this
my,my
small,small
trauaile,travail
and,and
woorke,work
passe,pass
vnder,under
your,your
noble,noble
protection,protection
and,and
defence,defence
and,and
I,I
according,according
to,to
my,my
bound,bound
and,and
duety,duty
shall,shall
pray,pray
to,to
God,God
for,for
your,your
long,long
life,life
and,and
prosperous,prosperous
Raygne,Reign
with,with
peace,peace
and,and
tranquilitie,tranquillity
to,to
his,his
honour,honour
and,and
glorie,glory
Amen,Amen
Your,Your
Maiesties,majesties
most,most
humble,humble
and,and
obedient,obedient
subiecte,subject
Iohn,john
Shute,Shute
IOHN,JOHN
SHVTE,SHUTE
PAINTER,PAINTER
AND,AND
Architecte,architect
vnto,unto
the,the
Louing,Loving
and,and
freindly,friendly
AMongest,Amongst
al,all
other,other
thinges,things
gentel,gentle
louing,loving
reader,reader
wherwith,wherewith
the,the
deuine,divine
prouidence,providence
of,of
almightie,almighty
God,God
hath,hath
most,most
liberally,liberally
and,and
plentifully,plentifully
endewed,endued
mankinde,mankind
there,there
is,is
nothing,nothing
eyther,either
for,for
the,the
dignitie,dignity
and,and
worthines,worthiness
of,of
the,the
thynge,thing
selfe,self
or,or
for,for
the,the
wonderfull,wonderful
estimation,estimation
and,and
price,price
whiche,which
in,in
all,all
times,times
it,it
hath,hath
bene,been
in,in
more,more
excellent,excellent
pretious,precious
and,and
comendable,commendable
then,than
learnyng,learning
knowledge,knowledge
and,and
science,science
the,the
which,which
alone,alone
causeth,causeth
mortall,mortal
men,men
to,to
be,be
most,most
like,like
immortall,immortal
Goddes,Gods
and,and
as,as
it,it
taketh,taketh
out,out
of,of
their,their
mindes,minds
that,that
rude,rude
and,and
vncomely,uncomely
admiration,admiration
wherwith,wherewith
through,through
ignoraunce,ignorance
the,the
simple,simple
in,in
most,most
vaine,vain
trifles,trifles
are,are
wonderfullye,wonderfully
occupied,occupied
Jo,Jo
to,to
the,the
wise,wise
be,be
monumentes,monuments
and,and
woorkes,works
skilfully,skilfully
practised,practised
and,and
carfullie,carefully
left,left
both,both
commendable,commendable
merueilous,marvelous
yea,yea
and,and
suche,such
as,as
neither,neither
the,the
iniuries,injuries
of,of
any,any
stormes,storms
and,and
tempest,tempest
can,can
cleane,clean
wast,waste
and,and
consume,consume
no,no
nor,nor
as,as
it,it
semeth,seemeth
the,the
enuie,envy
of,of
man,man
or,or
spoyle,spoil
of,of
enemies,enemies
deface,deface
ouerthrow,overthrow
neither,neither
that,that
which,which
is,is
greatiste,greatiste
of,of
all,all
time,time
it selfe,itself
can,can
deface,deface
or,or
cast,cast
out,out
of,of
mynde,mind
And,And
amongest,amongst
all,all
other,other
studies,studies
there,there
is,is
none,none
in,in
my,my
simple,simple
iudgement,judgement
of,of
this,this
sorte,sort
that,that
diserueth,deserveth
greater,greater
prayse,praise
then,then
that,that
whiche,which
is,is
of,of
the,the
grekes,greeks
named,named
Architectonica,Architectonica
and,and
of,of
the,the
latines,latins
Architectura,Architectura
I,I
thinke,think
not,not
altogither,altogether
vnfite,unfite
nor,nor
vnaptlie,unaptly
by,by
me,me
termed,termed
in,in
Englishe,English
the,the
arte,art
and,and
trade,trade
to,to
rayse,raise
vp,up
and,and
make,make
excellent,excellent
edifices,edifices
and,and
buildinges,buildings
the,the
whiche,which
like,like
as,as
in,in
all,all
other,other
ages,ages
before,before
hath,hath
bene,been
in,in
meruelous,marvelous
accoumpte,account
and,and
estimation,estimation
as,as
ful,full
wel,well
appereth,appeareth
by,by
diuers,divers
learned,learned
Philosophors,Philosophors
and,and
famous,famous
princes,princes
that,that
imbraced,embraced
the,the
same,same
as,as
Plato,Plato
Aristotel,Aristotel
Plini,Plini
who,who
were,were
excellent,excellent
therin,therein
as,as
their,their
workes,works
will,will
witnesse,witness
Allexander,alexander
Magnus,Magnus
Iulius,julius
Cesar,Cesar
Vespasian,Vespasian
Adrian,Adrian
with,with
many,many
other,other
auncient,ancient
greckes,greckes
and,and
Romaines,Romans
which,which
laboured,laboured
to,to
aduaunce,advance
their,their
name,name
therby,thereby
who,who
lefte,left
many,many
argumentes,arguments
of,of
their,their
vertue,virtue
hygh,high
intentes,intentes
and,and
doinges,doings
by,by
the,the
same,same
with,with
many,many
other,other
famous,famous
of,of
which,which
Plini,Plini
maketh,maketh
mention,mention
Vitruuius,vitrvuius
and,and
Frontyne,Frontyne
of,of
later,later
dayes,days
men,men
prayse,praise
worthy,worthy
very,very
studious,studious
and,and
painfull,painful
therin,therein
So,So
in,in
vs,us
semeth,seemeth
it,it
not,not
only,only
to,to
craue,crave
the,the
wonted,wont
commendation,commendation
but,but
also,also
to,to
be,be
most,most
necessarie,necessary
and,and
profitable,profitable
aswell,aswell
by,by
the,the
condition,condition
of,of
the,the
time,time
as,as
necessitie,necessity
of,of
the,the
thing,thing
it selfe,itself
And,And
surely,surely
suche,such
is,is
the,the
amplitude,amplitude
and,and
largnes,largnes
I,I
may,may
well,well
say,say
perfection,perfection
of,of
this,this
facultie,faculty
that,that
without,without
sum,sum
acquaintaunce,acquaintance
with,with
many,many
other,other
artes,arts
ye,ye
shall,shall
not,not
enter,enter
into,into
the,the
depe,deep
secretes,secrets
for,for
it,it
hath,hath
a,a
natural,natural
societie,society
and,and
as,as
it,it
were,were
by,by
a,a
sertaine,certain
kinred,kindred
affinitie,affinity
is,is
knit,knit
vnto,unto
all,all
the,the
Mathematicalles,mathematicals
which,which
sciences,sciences
and,and
knowledges,knowledges
are,are
frendes,friends
and,and
a,a
maintayner,maintainer
of,of
diuers,divers
rationall,rational
artes,arts
so,so
that,that
without,without
a,a
meane,mean
aquaintance,acquaintance
or,or
vnderstanding,understanding
in,in
them,them
neyther,neither
paynters,painters
massons,massons
Gold,Gold
smythes,smiths
enbroderers,enbroderers
Caruers,Carvers
Ioynars,joynars
Glassyers,Glassyers'
Grauers,gravers
in,in
all,all
maner,manner
of,of
metalles,metals
and,and
diuers,divers
others,others
moe,more
can,can
obtayne,obtain
anye,any
worthy,worthy
praise,praise
at,at
all,all
Nowe,Now
all,all
these,these
being,being
braunches,branches
of,of
that,that
forsayd,foresaid
foundation,foundation
stocke,stock
or,or
science,science
shall,shall
bring,bring
forthe,forth
the,the
frutes,fruits
of,of
it,it
to,to
their,their
great,great
profites,profits
and,and
Commoditie,Commodity
of,of
the,the
Realme,Realm
which,which
continuing,continuing
and,and
through,through
lye,lie
practised,practised
in,in
the,the
same,same
by,by
time,time
shall,shall
increse,increase
riches,riches
worshippe,worship
and,and
same,same
Considering,Considering
with,with
my selfe,myself
the,the
manyfold,manifold
commodities,commodities
and,and
profites,profits
that,that
should,should
redownde,redownde
to,to
a,a
great,great
many,many
louers,lovers
of,of
the,the
same,same
and,and
contrary,contrary
wise,wise
what,what
alosse,alosse
and,and
hinderaunce,hindrance
it,it
hath,hath
bene,been
